symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],factor_price_change_list,weight_distribution_list,confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,prediction_by_factor_5,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,is_false_positive_factor_5,is_false_negative_factor_5,end_price,didWin,didWin_always_buy
COIN,Coinbase Global Inc. Class A Common Stock,51509605060.0,4769427,0,False,2025-02-13,After market close,288.02,True,-0.13,"[8.0, 2.5, 0.0, -8.0, -2.5]","[0.19, 0.11, 0.276, 0.157, 0.267]",0.35,4.77,-4.9,-/+,274.9,284.0,298.11,302.4,282.5,288.02,274.31,291.55,274.0,264.63,279.18,260.5,258.67,267.0,257.68,256.59,262.25,250.37,235.38,267.8,234.76,-0.13,"[8.0, 2.5, 0.0, -8.0, -2.5]",8.0,2.5,0.0,-8.0,-2.5,False,False,False,False,False,False,False,True,False,True,288.02,False,True
CL,Colgate-Palmolive Company Common Stock,74712630678.0,5916164,0,False,2025-01-31,Before market open,84.95,True,0.66,"[3.5, -1.5, 0.0, 2.5, -1.5]","[0.232, 0.135, 0.305, 0.135, 0.192]",0.55,-6.01,6.67,+/-,90.38,84.95,86.22,86.9,84.86,86.59,86.55,86.78,85.22,86.02,86.66,85.67,86.14,86.29,85.32,85.2,86.71,84.88,86.28,86.35,84.95,0.66,"[3.5, -1.5, 0.0, 2.5, -1.5]",3.5,-1.5,0.0,2.5,-1.5,True,False,False,False,False,False,True,False,False,False,84.95,False,False
COLM,Columbia Sportswear Company Common Stock,3440663555.0,949226,0,False,2025-02-04,After market close,78.72,True,0.6,"[5.5, -1.5, 0.0, 1.0, -2.5]","[0.238, 0.076, 0.276, 0.124, 0.286]",0.4,-7.27,7.87,+/-,84.89,85.38,85.55,87.11,84.86,78.72,80.68,82.37,78.6,79.38,82.18,79.19,78.99,81.08,78.3,77.72,79.87,77.41,78.06,79.08,76.03,0.6,"[5.5, -1.5, 0.0, 1.0, -2.5]",5.5,-1.5,0.0,1.0,-2.5,True,False,False,False,False,False,True,False,False,False,78.72,False,False
CMCSA,Comcast Corporation Class A Common Stock,127692674303.0,28174763,0,False,2025-01-30,Before market open,34.11,True,1.62,"[3.0, -1.8, 2.0, 1.0, 1.5]","[0.224, 0.086, 0.274, 0.133, 0.283]",0.55,-7.87,9.49,+/-,37.02,34.11,32.95,34.37,32.21,33.17,33.36,33.7,33.0,32.89,33.48,32.74,33.25,33.31,32.32,33.63,33.64,33.01,34.16,34.17,33.45,1.62,"[3.0, -1.8, 2.0, 1.0, 1.5]",3.0,-1.8,2.0,1.0,1.5,True,False,False,False,True,False,True,False,True,False,34.11,False,False
CMA,Comerica Incorporated Common Stock,7060095126.0,999081,0,False,2025-01-22,Before market open,62.67,True,0.61,"[4.0, 1.2, -1.0, -4.0, 1.0]","[0.248, 0.071, 0.276, 0.119, 0.286]",0.45,-4.4,5.01,+/-,65.55,62.67,61.91,64.69,61.35,61.34,61.75,62.61,60.89,62.48,62.95,61.11,62.01,63.58,61.31,62.74,62.8,61.56,64.48,65.27,62.71,0.61,"[4.0, 1.2, -1.0, -4.0, 1.0]",4.0,1.2,-1.0,-4.0,1.0,True,False,True,False,False,False,False,False,True,False,62.67,False,False
FIX,Comfort Systems USA Inc. Common Stock,14023513835.0,416064,0,False,2025-02-20,After market close,411.05,True,0.76,"[5.0, -3.5, 1.0, 1.0, -1.5]","[0.22, 0.14, 0.305, 0.14, 0.195]",0.5,3.97,-3.21,+/+,395.37,394.51,381.66,398.9,379.28,411.05,363.55,412.27,357.79,358.1,378.74,352.99,367.14,375.31,350.05,374.34,395.98,374.27,356.19,380.36,355.96,0.76,"[5.0, -3.5, 1.0, 1.0, -1.5]",5.0,-3.5,1.0,1.0,-1.5,False,False,False,True,False,False,False,False,False,True,411.05,True,True
CMC,Commercial Metals Company Common Stock,5033045700.0,887463,0,False,2025-01-06,During market,50.04,True,-2.85,"[-5.0, -3.5, 1.0, -5.0, -3.5]","[0.21, 0.095, 0.262, 0.143, 0.29]",0.65,3.11,-5.96,-/+,48.53,49.19,50.04,51.36,49.04,49.52,48.53,50.46,48.14,47.22,48.3,47.06,46.54,47.71,45.16,48.11,48.31,46.19,48.73,49.06,48.05,-2.85,"[-5.0, -3.5, 1.0, -5.0, -3.5]",-5.0,-3.5,1.0,-5.0,-3.5,False,True,False,True,False,False,False,True,False,True,50.04,False,True
CVLT,Commvault Systems Inc. Common Stock,7301842692.0,649477,0,False,2025-01-28,Before market open,164.19,True,3.11,"[5.0, -1.0, 4.0, 2.0, 3.0]","[0.198, 0.105, 0.279, 0.152, 0.267]",0.68,3.72,-0.61,+/+,158.3,164.19,160.05,169.0,133.04,160.07,146.82,161.14,146.17,157.9,158.58,149.24,159.26,161.92,156.8,159.31,159.65,153.16,167.28,168.1,159.31,3.11,"[5.0, -1.0, 4.0, 2.0, 3.0]",5.0,-1.0,4.0,2.0,3.0,False,False,False,True,False,False,False,False,False,False,164.19,True,True
COMP,Compass Inc. Class A Common Stock,3996422629.0,6579321,0,False,2025-02-18,After market close,8.53,True,1.76,"[5.0, 3.5, 3.0, 0.0, -1.5]","[0.195, 0.105, 0.276, 0.152, 0.271]",0.65,7.57,-5.81,+/+,7.93,7.99,7.98,7.99,7.76,8.53,10.24,10.25,8.08,9.78,10.12,9.5,8.98,9.97,8.88,9.1,9.3,8.73,9.25,9.37,9.03,1.76,"[5.0, 3.5, 3.0, 0.0, -1.5]",5.0,3.5,3.0,0.0,-1.5,False,False,False,False,False,False,False,False,False,True,8.53,True,True
CAG,ConAgra Brands Inc. Common Stock,11542624525.0,4385954,2,False,2024-12-19,Before market open,26.2,True,0.95,"[2.0, -2.0, 2.0, -2.0, 1.0]","[0.248, 0.071, 0.276, 0.119, 0.286]",0.45,-1.53,2.48,+/-,26.61,26.2,26.07,26.45,25.62,25.98,26.36,26.49,25.98,26.77,26.79,26.17,26.87,26.87,26.57,26.79,27.03,26.65,26.89,26.97,26.55,0.95,"[2.0, -2.0, 2.0, -2.0, 1.0]",2.0,-2.0,2.0,-2.0,1.0,True,False,False,False,True,False,False,False,True,False,26.2,False,False
CFLT,Confluent Inc. Class A Common Stock,7952921103.0,7989580,0,False,2025-02-11,After market close,33.0,True,1.75,"[5.0, 1.2, 4.0, 2.0, -2.0]","[0.152, 0.152, 0.252, 0.171, 0.271]",0.65,4.9,-3.15,+/+,31.46,30.99,30.1,31.65,29.97,33.0,37.65,37.9,32.33,36.23,36.89,35.0,34.85,36.25,34.81,34.94,35.76,34.36,33.23,34.81,33.18,1.75,"[5.0, 1.2, 4.0, 2.0, -2.0]",5.0,1.2,4.0,2.0,-2.0,False,False,False,False,False,False,False,False,False,True,33.0,True,True
COP,ConocoPhillips Common Stock,113394523870.0,8415290,0,False,2025-02-06,Before market open,98.09,True,2.13,"[5.0, 3.0, 1.0, 1.0, 1.0]","[0.248, 0.071, 0.276, 0.119, 0.286]",0.65,-1.32,3.45,+/-,99.4,98.09,99.14,100.29,97.81,99.25,97.57,99.64,97.48,98.68,98.81,97.03,100.89,101.78,98.4,97.61,100.89,97.54,96.12,97.22,95.63,2.13,"[5.0, 3.0, 1.0, 1.0, 1.0]",5.0,3.0,1.0,1.0,1.0,True,False,True,False,True,False,True,False,True,False,98.09,False,False
ED,Consolidated Edison Inc. Common Stock,39025862086.0,3265519,1,False,2024-11-07,After market close,96.44,True,1.74,"[3.0, -1.5, 3.0, 1.5, 0.5]","[0.238, 0.076, 0.271, 0.124, 0.29]",0.65,-0.83,2.57,+/-,97.24,97.3,95.89,97.96,95.55,96.44,96.43,97.19,95.74,96.77,97.25,95.9,95.36,96.77,95.16,94.56,96.02,94.05,94.39,95.03,94.22,1.74,"[3.0, -1.5, 3.0, 1.5, 0.5]",3.0,-1.5,3.0,1.5,0.5,True,False,False,False,True,False,True,False,True,False,96.44,False,False
STZ,Constellation Brands Inc. Common Stock,33385907370.0,1296219,0,False,2025-01-10,Before market open,200.8,True,0.11,"[3.0, -3.0, 1.0, 0.0, -2.0]","[0.224, 0.086, 0.271, 0.133, 0.286]",0.5,-7.37,7.48,+/-,216.79,200.8,179.74,205.55,177.51,176.74,183.8,186.92,174.5,180.13,184.02,178.39,178.67,182.63,178.1,182.47,184.35,177.95,182.22,185.36,181.13,0.11,"[3.0, -3.0, 1.0, 0.0, -2.0]",3.0,-3.0,1.0,0.0,-2.0,True,False,False,False,True,False,False,False,False,False,200.8,False,False
CEG,Constellation Energy Corporation Common Stock ,69902591104.0,2185227,0,False,2025-02-18,Before market open,323.24,True,3.35,"[5.0, 2.5, 8.0, 2.0, -1.5]","[0.21, 0.095, 0.274, 0.143, 0.279]",0.68,2.06,1.29,+/+,316.71,323.24,324.99,328.95,315.23,323.21,321.06,329.27,317.54,308.84,321.4,303.61,283.91,309.88,277.25,267.22,289.47,262.16,263.82,267.55,248.1,3.35,"[5.0, 2.5, 8.0, 2.0, -1.5]",5.0,2.5,8.0,2.0,-1.5,False,False,False,False,False,False,False,False,False,True,323.24,True,True
CPRT,Copart Inc. (DE) Common Stock,58960653105.0,4203704,0,False,2025-02-20,After market close,58.73,True,1.58,"[3.5, 1.5, 2.0, 2.0, -1.5]","[0.19, 0.155, 0.32, 0.155, 0.18]",0.62,-1.69,3.27,+/-,59.74,59.64,58.22,59.97,57.84,58.73,56.59,58.73,55.78,56.75,57.19,56.19,56.77,57.76,56.44,56.27,57.18,56.2,55.23,56.71,55.08,1.58,"[3.5, 1.5, 2.0, 2.0, -1.5]",3.5,1.5,2.0,2.0,-1.5,True,False,True,False,True,False,True,False,False,False,58.73,False,False
CORT,Corcept Therapeutics Incorporated Common Stock,7583586692.0,810046,0,False,2025-02-26,After market close,61.0,True,2.12,"[6.5, 2.5, 4.0, 1.0, -2.5]","[0.207, 0.095, 0.274, 0.143, 0.281]",0.7,-0.38,2.5,+/-,61.23,61.61,63.37,64.25,61.59,61.0,59.85,64.66,59.25,60.58,61.04,59.12,59.07,61.39,57.82,55.99,60.32,55.8,55.49,57.11,54.66,2.12,"[6.5, 2.5, 4.0, 1.0, -2.5]",6.5,2.5,4.0,1.0,-2.5,True,False,True,False,True,False,True,False,False,False,61.0,False,False
CNM,Core & Main Inc. Class A Common Stock,10491961847.0,1162633,2,False,2024-12-03,Before market open,53.99,True,2.42,"[4.0, 2.5, 0.0, 4.5, 3.5]","[0.205, 0.165, 0.335, 0.15, 0.145]",0.3,11.8,-9.38,+/+,48.29,53.99,55.78,57.23,53.17,55.19,55.25,55.59,54.08,54.62,55.26,53.63,53.86,55.46,53.65,53.83,54.59,52.83,52.52,53.61,52.0,2.42,"[4.0, 2.5, 0.0, 4.5, 3.5]",4.0,2.5,0.0,4.5,3.5,False,False,False,False,False,False,False,False,False,False,53.99,True,True
CNR,Core Natural Resources Inc. Common Stock,3900547496.0,670200,0,False,2025-02-20,Before market open,79.65,True,-1.26,"[-4.0, -3.5, 5.0, -7.0, -1.5]","[0.255, 0.13, 0.285, 0.13, 0.2]",0.45,2.74,-4.0,-/+,77.53,79.65,81.68,82.62,76.62,81.98,77.74,82.14,77.05,75.58,76.82,74.35,74.19,75.58,72.99,75.15,78.01,73.91,72.94,75.39,72.87,-1.26,"[-4.0, -3.5, 5.0, -7.0, -1.5]",-4.0,-3.5,5.0,-7.0,-1.5,False,True,False,True,False,False,False,True,False,True,79.65,False,True
CORZ,Core Scientific Inc. Common Stock,2382392971.0,9721838,0,False,2025-02-26,After market close,11.86,True,1.1,"[8.0, -4.5, 4.0, 2.5, -3.5]","[0.157, 0.148, 0.255, 0.171, 0.269]",0.65,21.57,-20.47,+/+,9.76,9.95,10.02,10.45,9.82,11.86,10.71,11.86,10.45,11.16,11.3,10.03,10.14,11.81,10.06,9.59,10.27,8.87,9.6,9.76,9.4,1.1,"[8.0, -4.5, 4.0, 2.5, -3.5]",8.0,-4.5,4.0,2.5,-3.5,False,False,False,True,False,False,False,False,False,True,11.86,True,True
CRBG,Corebridge Financial Inc. Common Stock,16474160206.0,3244342,0,False,2025-02-12,After market close,30.87,True,1.84,"[4.5, 3.5, 1.0, -3.0, 1.5]","[0.262, 0.12, 0.298, 0.12, 0.2]",0.65,-6.18,8.02,+/-,32.9,32.62,32.51,32.95,32.24,30.87,31.78,32.16,30.18,32.93,33.21,31.84,33.59,33.7,33.02,33.3,33.6,32.85,33.24,33.52,32.8,1.84,"[4.5, 3.5, 1.0, -3.0, 1.5]",4.5,3.5,1.0,-3.0,1.5,True,False,True,False,True,False,False,False,True,False,30.87,False,False
GLW,Corning Incorporated Common Stock,37774472444.0,6322343,0,False,2025-01-29,Before market open,54.8,True,2.76,"[5.0, 3.5, 5.0, -2.0, 1.0]","[0.212, 0.095, 0.276, 0.143, 0.274]",0.68,7.57,-4.81,+/+,50.94,54.8,49.52,55.01,49.26,49.87,49.7,50.0,48.5,51.78,52.15,49.95,51.06,51.47,49.88,51.74,52.19,51.1,52.99,53.26,51.84,2.76,"[5.0, 3.5, 5.0, -2.0, 1.0]",5.0,3.5,5.0,-2.0,1.0,False,False,False,False,False,False,False,True,False,False,54.8,True,True
CPAY,Corpay Inc. Common Stock,22857217447.0,654568,0,False,2025-02-05,After market close,378.18,True,1.52,"[3.0, 2.5, 6.0, -2.0, -2.5]","[0.195, 0.105, 0.276, 0.152, 0.271]",0.3,-0.39,1.91,+/-,379.66,383.87,388.67,389.8,382.52,378.18,389.55,400.81,372.0,375.86,391.28,374.17,375.15,379.88,373.44,369.21,371.44,365.0,367.48,370.85,363.72,1.52,"[3.0, 2.5, 6.0, -2.0, -2.5]",3.0,2.5,6.0,-2.0,-2.5,True,False,True,False,True,False,False,False,False,False,378.18,False,False
CTVA,Corteva Inc. Common Stock ,42497616440.0,6049165,0,False,2025-02-05,After market close,63.4,True,1.73,"[6.5, 2.5, 0.0, 2.0, -0.8]","[0.226, 0.086, 0.274, 0.133, 0.281]",0.65,-3.24,4.97,+/-,65.52,63.19,63.65,64.83,62.83,63.4,62.19,64.22,60.76,62.17,64.44,61.82,62.04,62.97,61.89,62.8,63.29,61.66,61.89,62.58,61.82,1.73,"[6.5, 2.5, 0.0, 2.0, -0.8]",6.5,2.5,0.0,2.0,-0.8,True,False,True,False,False,False,True,False,False,False,63.4,False,False
COST,Costco Wholesale Corporation Common Stock,441243098537.0,2212362,0,False,2025-03-06,After market close,995.15,True,2.0,"[4.0, 1.5, 4.0, 2.0, -1.5]","[0.219, 0.09, 0.281, 0.138, 0.271]",0.65,-5.02,7.02,+/-,1047.75,1032.95,1026.62,1045.89,1019.05,995.15,964.31,1002.42,942.78,934.41,959.66,924.03,930.49,938.0,921.2,927.08,944.38,923.25,890.62,923.5,887.47,2.0,"[4.0, 1.5, 4.0, 2.0, -1.5]",4.0,1.5,4.0,2.0,-1.5,True,False,True,False,True,False,True,False,False,False,995.15,False,False
CTRA,Coterra Energy Inc. Common Stock,19019730263.0,6283234,0,False,2025-02-24,After market close,26.29,True,1.78,"[4.0, 2.5, 3.0, 2.0, -1.5]","[0.233, 0.081, 0.271, 0.129, 0.286]",0.55,-5.83,7.61,+/-,27.91,27.85,27.75,27.94,27.35,26.29,27.16,27.55,26.13,26.65,27.51,26.52,26.19,26.73,26.15,26.77,26.79,25.94,26.07,27.13,25.81,1.78,"[4.0, 2.5, 3.0, 2.0, -1.5]",4.0,2.5,3.0,2.0,-1.5,True,False,True,False,True,False,True,False,False,False,26.29,False,False
CPNG,Coupang Inc. Class A Common Stock,42194243062.0,5045412,0,False,2025-02-25,After market close,25.48,True,0.22,"[4.5, 2.0, 0.0, 0.0, -3.0]","[0.19, 0.105, 0.271, 0.152, 0.281]",0.56,3.45,-3.23,+/+,24.63,24.67,24.17,24.83,23.75,25.48,25.01,25.8,23.47,23.69,25.0,23.68,23.7,23.76,23.2,23.81,24.38,23.7,23.36,23.73,22.66,0.22,"[4.5, 2.0, 0.0, 0.0, -3.0]",4.5,2.0,0.0,0.0,-3.0,False,False,False,False,False,False,False,False,False,True,25.48,True,True
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,7309942349.0,3043107,0,False,2025-03-04,After market close,47.21,True,0.5,"[15.0, -4.5, 4.0, -6.0, -3.0]","[0.143, 0.167, 0.243, 0.176, 0.271]",0.65,-6.38,6.88,+/-,50.42,49.01,54.32,55.87,48.4,47.21,46.73,48.51,43.9,42.07,43.95,39.88,43.7,44.34,39.47,39.45,42.46,38.69,43.36,43.87,39.2,0.5,"[15.0, -4.5, 4.0, -6.0, -3.0]",15.0,-4.5,4.0,-6.0,-3.0,True,False,False,False,True,False,False,False,False,False,47.21,False,False
CROX,Crocs Inc. Common Stock,5404934851.0,1643166,0,False,2025-02-13,Before market open,110.65,True,-0.09,"[2.0, -3.0, 0.0, -5.0, 1.0]","[0.238, 0.076, 0.276, 0.124, 0.286]",0.18,24.56,-24.65,-/+,88.83,110.65,110.05,111.63,103.65,109.65,108.43,110.73,106.25,107.35,109.3,104.66,110.95,111.15,106.14,108.88,110.81,106.65,107.6,110.9,106.26,-0.09,"[2.0, -3.0, 0.0, -5.0, 1.0]",2.0,-3.0,0.0,-5.0,1.0,False,False,False,True,False,False,False,True,False,False,110.65,False,True
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,107051570470.0,3080096,0,False,2025-03-04,After market close,361.68,True,-2.12,"[-3.0, -2.0, 0.0, -3.5, -3.0]","[0.181, 0.114, 0.281, 0.162, 0.262]",0.3,-5.5,3.38,-/-,382.73,376.98,390.16,396.16,370.58,361.68,365.44,367.32,343.0,347.73,371.72,345.82,333.5,347.73,318.04,308.86,323.95,303.79,329.75,339.0,308.0,-2.12,"[-3.0, -2.0, 0.0, -3.5, -3.0]",-3.0,-2.0,0.0,-3.5,-3.0,False,False,False,False,False,False,False,False,False,False,361.68,True,False
CCI,Crown Castle Inc. Common Stock,46286343895.0,3154646,1,False,2024-10-16,After market close,108.41,True,1.83,"[4.0, 2.5, 0.0, 1.0, 2.5]","[0.252, 0.132, 0.342, 0.125, 0.148]",0.7,-2.01,3.84,+/-,110.64,110.75,111.97,112.18,110.6,108.41,108.17,109.31,107.0,108.78,109.41,107.06,106.66,109.51,106.44,106.25,106.77,105.25,107.13,107.16,105.83,1.83,"[4.0, 2.5, 0.0, 1.0, 2.5]",4.0,2.5,0.0,1.0,2.5,True,False,True,False,False,False,True,False,True,False,108.41,False,False
CCK,Crown Holdings Inc.,11323836275.0,2406536,0,False,2025-02-05,After market close,91.51,True,1.81,"[4.5, -2.0, 1.0, 1.0, 2.0]","[0.224, 0.086, 0.271, 0.133, 0.286]",0.45,7.43,-5.62,+/+,85.17,85.6,84.85,86.58,84.54,91.51,87.1,91.56,85.01,86.71,88.14,86.27,87.9,88.94,86.64,89.32,89.45,87.56,88.12,88.61,86.81,1.81,"[4.5, -2.0, 1.0, 1.0, 2.0]",4.5,-2.0,1.0,1.0,2.0,False,False,False,True,False,False,False,False,False,False,91.51,True,True
CUBE,CubeSmart Common Shares,9267888629.0,2594030,0,False,2025-02-27,After market close,40.47,True,1.19,"[4.0, 0.8, 1.0, 2.5, -1.5]","[0.252, 0.067, 0.276, 0.114, 0.29]",0.68,-3.17,4.36,+/-,41.79,41.82,42.01,42.04,41.51,40.47,40.78,41.06,40.16,41.72,42.12,40.55,41.29,42.35,41.22,41.94,42.04,40.68,41.75,42.01,41.3,1.19,"[4.0, 0.8, 1.0, 2.5, -1.5]",4.0,0.8,1.0,2.5,-1.5,True,False,True,False,True,False,True,False,False,False,40.47,False,False
CFR,Cullen/Frost Bankers Inc. Common Stock,7481454177.0,723706,0,False,2025-01-30,Before market open,138.17,True,1.16,"[4.0, 3.0, 2.0, -3.0, -0.8]","[0.245, 0.071, 0.276, 0.119, 0.288]",0.65,0.24,0.92,+/+,137.83,138.17,139.55,145.42,137.89,139.34,138.43,140.63,137.93,134.92,137.05,133.88,137.65,137.8,134.9,139.31,139.61,137.67,140.1,140.37,138.52,1.16,"[4.0, 3.0, 2.0, -3.0, -0.8]",4.0,3.0,2.0,-3.0,-0.8,False,False,False,False,False,False,False,True,False,True,138.17,True,True
CMI,Cummins Inc. Common Stock,40397465230.0,783289,0,False,2025-02-04,Before market open,359.29,True,2.78,"[4.0, -1.5, 5.0, 2.5, 1.0]","[0.231, 0.081, 0.274, 0.129, 0.286]",0.6,3.67,-0.89,+/+,346.56,359.29,361.79,366.85,358.22,363.81,368.16,369.27,360.29,367.4,372.15,364.34,370.1,371.76,367.59,372.13,375.09,367.53,370.79,371.56,367.25,2.78,"[4.0, -1.5, 5.0, 2.5, 1.0]",4.0,-1.5,5.0,2.5,1.0,False,False,False,True,False,False,False,False,False,False,359.29,True,True
CW,Curtiss-Wright Corporation Common Stock,12747886481.0,136971,0,False,2025-02-12,After market close,359.77,True,2.08,"[3.0, 1.5, 5.0, -3.5, 1.2]","[0.21, 0.145, 0.3, 0.145, 0.2]",0.6,2.66,-0.58,+/+,350.46,343.99,341.72,349.02,340.19,359.77,337.73,359.77,331.17,322.99,341.11,320.46,325.35,327.79,322.69,335.37,338.55,325.93,330.18,337.14,327.7,2.08,"[3.0, 1.5, 5.0, -3.5, 1.2]",3.0,1.5,5.0,-3.5,1.2,False,False,False,False,False,False,False,True,False,False,359.77,True,True
CYBR,CyberArk Software Ltd. Ordinary Shares,17414412847.0,254146,0,False,2025-02-13,Before market open,408.89,True,0.0,"[3.0, 3.5, 5.0, -10.0, -3.0]","[0.19, 0.11, 0.281, 0.157, 0.262]",0.3,7.36,-7.36,-/+,380.86,408.89,414.31,418.49,391.0,415.0,413.31,419.49,403.02,409.76,421.0,405.82,409.17,411.0,398.72,400.97,406.27,385.0,383.29,402.0,381.45,0.0,"[3.0, 3.5, 5.0, -10.0, -3.0]",3.0,3.5,5.0,-10.0,-3.0,False,False,False,False,False,False,False,True,False,True,408.89,False,True
CYTK,Cytokinetics Incorporated Common Stock,4787344156.0,893392,0,False,2025-02-27,After market close,44.36,True,-2.41,"[-3.5, -3.0, 0.0, -3.0, -3.0]","[0.148, 0.162, 0.224, 0.162, 0.305]",0.62,-5.34,2.93,-/-,46.86,47.04,47.45,48.54,46.91,44.36,46.0,46.95,42.87,42.89,46.58,42.61,43.69,44.58,41.92,43.88,44.08,42.47,43.27,45.0,42.23,-2.41,"[-3.5, -3.0, 0.0, -3.0, -3.0]",-3.5,-3.0,0.0,-3.0,-3.0,False,False,False,False,False,False,False,False,False,False,44.36,True,False
QBTS,D-Wave Quantum Inc. Common Shares,2033611302.0,20359655,1,False,2024-11-14,Before market open,1.76,True,4.22,"[5.0, 4.0, 5.0, 5.0, 1.5]","[0.088, 0.295, 0.288, 0.19, 0.14]",0.7,-1.12,5.34,+/-,1.78,1.76,1.87,2.15,1.6,1.84,1.64,1.86,1.57,1.44,1.67,1.41,1.49,1.63,1.43,1.67,1.76,1.53,1.97,2.04,1.71,4.22,"[5.0, 4.0, 5.0, 5.0, 1.5]",5.0,4.0,5.0,5.0,1.5,True,False,True,False,True,False,True,False,True,False,1.76,False,False
DHI,D.R. Horton Inc. Common Stock,38449882570.0,1934392,0,False,2025-01-21,Before market open,151.45,True,0.94,"[4.0, 3.5, 0.0, 3.0, -2.5]","[0.214, 0.095, 0.276, 0.143, 0.271]",0.6,2.88,-1.94,+/+,147.22,151.45,143.28,153.77,143.08,143.13,146.5,146.76,143.11,144.81,146.05,143.64,142.5,144.87,142.28,146.83,148.1,141.87,143.53,146.66,143.43,0.94,"[4.0, 3.5, 0.0, 3.0, -2.5]",4.0,3.5,0.0,3.0,-2.5,False,False,False,False,False,False,False,False,False,True,151.45,True,True
SRE,DBA Sempra Common Stock,48383729883.0,4419798,0,False,2025-02-25,Before market open,71.72,True,0.21,"[4.0, 2.0, 0.0, -3.0, -1.5]","[0.219, 0.086, 0.269, 0.133, 0.293]",0.65,-16.98,17.19,+/-,86.39,71.72,70.0,72.77,64.3,69.39,72.19,73.58,67.57,71.25,72.5,71.03,70.92,72.38,69.93,70.79,71.92,70.15,69.99,70.96,69.44,0.21,"[4.0, 2.0, 0.0, -3.0, -1.5]",4.0,2.0,0.0,-3.0,-1.5,True,False,True,False,False,False,False,False,False,False,71.72,False,False
DTM,DT Midstream Inc. Common Stock ,9986856355.0,1174492,0,False,2025-02-26,Before market open,96.1,True,2.85,"[6.0, -3.0, 6.0, 3.0, -1.0]","[0.224, 0.086, 0.274, 0.133, 0.283]",0.65,1.18,1.67,+/+,94.98,96.1,94.1,96.66,92.43,92.97,92.13,93.88,91.01,95.27,95.44,91.89,93.78,96.94,92.59,92.44,94.44,90.6,92.82,93.26,90.71,2.85,"[6.0, -3.0, 6.0, 3.0, -1.0]",6.0,-3.0,6.0,3.0,-1.0,False,False,False,True,False,False,False,False,False,True,96.1,True,True
DTE,DTE Energy Company Common Stock,28151806258.0,1626552,1,False,2024-10-24,Before market open,127.79,True,2.25,"[2.0, 1.8, 3.0, 2.5, 1.2]","[0.212, 0.158, 0.332, 0.145, 0.153]",0.35,0.01,2.24,+/+,127.78,127.79,127.57,129.44,126.99,127.85,124.42,127.94,124.31,124.48,125.47,124.36,121.83,123.75,121.67,122.03,122.88,121.4,122.11,123.23,121.62,2.25,"[2.0, 1.8, 3.0, 2.5, 1.2]",2.0,1.8,3.0,2.5,1.2,False,False,False,False,False,False,False,False,False,False,127.79,True,True
DVA,DaVita Inc. Common Stock,11323200000.0,611795,0,False,2025-02-13,After market close,154.0,True,0.07,"[3.5, 3.5, -4.0, -3.0, 1.5]","[0.233, 0.076, 0.271, 0.124, 0.295]",0.55,-10.47,10.54,+/-,172.0,172.79,177.06,178.38,172.52,154.0,157.42,159.27,150.11,155.05,158.21,153.0,154.96,155.64,152.47,145.92,154.54,144.0,142.4,144.76,141.0,0.07,"[3.5, 3.5, -4.0, -3.0, 1.5]",3.5,3.5,-4.0,-3.0,1.5,True,False,True,False,False,False,False,False,True,False,154.0,False,False
DHR,Danaher Corporation Common Stock,140206830161.0,2715228,0,False,2025-01-29,Before market open,234.66,True,1.82,"[3.5, 4.0, 0.0, 2.0, 1.5]","[0.224, 0.086, 0.276, 0.133, 0.281]",0.65,-5.17,6.99,+/-,247.46,234.66,223.39,235.38,222.66,224.66,222.74,228.64,221.0,222.4,227.15,222.03,213.93,219.61,213.7,214.68,214.82,209.72,211.81,216.11,210.61,1.82,"[3.5, 4.0, 0.0, 2.0, 1.5]",3.5,4.0,0.0,2.0,1.5,True,False,True,False,False,False,True,False,True,False,234.66,False,False
DRI,Darden Restaurants Inc. Common Stock,23448548911.0,979400,0,False,2025-03-20,Before market open,197.0,True,1.17,"[3.5, 1.5, 4.0, -3.0, -1.5]","[0.219, 0.09, 0.274, 0.138, 0.279]",0.6,5.45,-4.28,+/+,186.81,197.0,197.59,202.02,194.2,197.66,198.5,198.95,194.16,207.07,208.97,200.9,205.69,207.43,204.16,205.97,207.54,204.52,206.51,209.5,204.85,1.17,"[3.5, 1.5, 4.0, -3.0, -1.5]",3.5,1.5,4.0,-3.0,-1.5,False,False,False,False,False,False,False,True,False,True,197.0,True,True
